,Production,Activity ($millions),GWP (tons CO2e),Employee Compensation ($millions),Taxes ($millions),Surplus ($millions),Total VA,NOX emissions (tons),SO2 emissions (tons),PM2.5 emissions (tons),VOC emissions (tons),NH3 emissions (tons),Deaths,Total PM2.5 WhiteNoLat mortalities,Total PM2.5 Latino mortalities,Total PM2.5 Black mortalities,Total PM2.5 Asian mortalities,Total PM2.5 Native mortalities,Total PM2.5 Other mortalities,Total PM2.5 TwoXPov mortalities,Total PM2.5 Poverty mortalities,PrimaryPM2_5 TotalPop mortalities,pSO4 TotalPop mortalities,SOA TotalPop mortalities,pNO3 TotalPop mortalities,pNH4 TotalPop mortalities,TotalPop direct mortalities,WhiteNoLat direct mortalities,Latino direct mortalities,Black direct mortalities,Asian direct mortalities,Native direct mortalities,Other direct mortalities,TwoXPov direct mortalities,Poverty direct mortalities,Race_EJ,Income_EJ
Miscellaneous electrical equipment manufacturing,7021,1000,379664.0266,649.4000848,37.60852492,287.548544,974.5571538,939.2283067,1166.680805,118.9218906,313.5313687,28.78965126,9.262280101,5.849996053,1.186742641,1.641022031,0.369333729,0.03279933,0.182386317,5.896234052,1.422251444,2.341234988,5.42785012,0.322153943,1.078910104,0.092115583,0.104551959,0.066712669,0.011541129,0.020707012,0.002936635,0.000623109,0.002031406,0.062910445,0.018045792,9.36E-05,0.0002183
Automobile Manufacturing,86139,1000,562679.67,559.9341148,42.75861071,367.9656624,970.6583878,1464.059449,1468.862908,196.1370992,756.7806887,119.3349923,13.27173226,8.387397842,1.657996811,2.40255821,0.516239946,0.047021527,0.260517921,8.414047924,2.062294814,3.865114308,6.731733961,0.81079174,1.731811002,0.132246828,0.436350147,0.275126846,0.048855437,0.086733947,0.015712887,0.001354093,0.008566937,0.270904031,0.072571348,0.000126998,0.000384795
Light Truck and Utility Vehicle Manufacturing,134989,1000,603221.2487,582.9557173,43.63757902,351.0403649,977.6336613,1556.316778,1611.964543,209.3703378,789.851641,105.5451237,14.3568505,9.078725628,1.792758601,2.596706671,0.556762125,0.050594144,0.28130333,9.102223742,2.230832713,4.159263279,7.365721221,0.846181465,1.841197189,0.144447365,0.62153906,0.397213439,0.067110831,0.121470101,0.021815475,0.001911331,0.012017883,0.386897616,0.102651186,0.000129534,0.000415965
Heavy duty truck manufacturing,19083,1000,682118.2139,635.5478301,47.07765367,294.1801517,976.8056355,1679.021693,1683.427384,218.0086388,918.4096392,77.59415806,14.99536291,9.449901013,1.915027866,2.684135859,0.595764908,0.053484011,0.297049254,9.516259885,2.32392315,4.468223893,7.438877409,0.962073286,1.984285733,0.141858556,0.563655539,0.338945577,0.087176907,0.089464767,0.031220811,0.002785994,0.014061483,0.359229262,0.087844494,0.000181298,0.000416105
Motor vehicle body manufacturing,4846,1000,570312.4205,597.707014,37.54489611,347.9310483,983.1829584,1464.866061,1469.054165,197.4745718,1083.597561,55.42248337,13.71070377,8.67419659,1.760582876,2.427894214,0.532236881,0.048084395,0.267708815,8.698996505,2.119426261,3.894485813,6.844447556,1.063455378,1.781676847,0.126600782,1.136443485,0.737264892,0.159286908,0.169405007,0.045446582,0.003329528,0.021710567,0.715329391,0.175811523,0.00011796,0.000369357
Truck trailer manufacturing,3962,1000,764047.6412,684.9649632,48.18028042,243.611381,976.7566246,1888.904684,2216.504124,291.8247354,1172.844415,82.68067297,20.22276438,12.79283647,2.671080942,3.513439019,0.780618036,0.07268549,0.392104425,12.84351859,3.107776128,5.388791904,10.53524437,1.237870811,2.88651349,0.174266696,1.173225611,0.728878734,0.191426248,0.175134457,0.051943436,0.003418261,0.022424475,0.733467542,0.183630856,0.000175782,0.000497344
Motor home manufacturing,5409,1000,584913.2047,623.1390483,44.46443717,317.8663577,985.4698432,1733.784804,1597.134578,260.8713976,1039.745914,95.19832647,16.17426014,10.24411454,2.159751461,2.756013299,0.637583124,0.059664459,0.317133256,10.26045715,2.490175419,4.610630509,7.397880198,1.137970906,2.877488416,0.150237996,0.844831318,0.519181855,0.142868774,0.125797253,0.038405536,0.002453217,0.016124684,0.527449355,0.1324623,0.000123168,0.00041396
Travel trailer and camper manufacturing,6882,1000,763771.6931,678.1639269,45.49219488,256.3553728,980.0114946,1961.692176,2323.23272,294.7755121,1067.870852,97.67601605,20.64403182,13.0344877,2.78221396,3.555867898,0.790786154,0.078748478,0.401927636,13.09635421,3.173513009,5.054122356,11.06947931,1.155608216,3.167384177,0.197360274,0.540204568,0.358338815,0.06830753,0.08146788,0.020128601,0.001580841,0.010380901,0.341135478,0.083249881,0.000214503,0.000517344
Motor vehicle parts manufacturing,197404,1000,756726.9958,657.4101922,45.03597633,275.9756622,978.4218307,1727.420867,1934.786786,257.5074563,622.6319936,117.773805,16.96801542,10.7454236,2.102689559,3.075461274,0.655126844,0.058433803,0.330880341,10.76819571,2.631610435,5.160616214,8.966824482,0.641078636,2.01008508,0.189356225,0.539796382,0.355492943,0.058841712,0.091644363,0.021170481,0.001535711,0.011111172,0.340250205,0.086498435,0.000131221,0.000475232
Aircraft manufacturing,61529,1000,370231.2956,652.6199987,28.15809356,308.0265272,988.8046194,955.1066705,972.1215845,133.7996267,383.0523968,25.9533915,8.524816338,5.373816806,1.082778085,1.524261888,0.343227571,0.029806966,0.170925022,5.425497531,1.313653042,2.580048446,4.443939143,0.395203575,1.023330144,0.082280505,0.312832908,0.195589491,0.044075074,0.050330195,0.013892327,0.001186796,0.007759026,0.196004223,0.050504525,0.00010084,0.000211959
Aircraft engine and engine parts manufacturing,20416,1000,351954.1828,651.8657107,25.66896778,311.404071,988.9387496,961.4340836,1006.028753,127.7911418,346.7666999,26.69362993,8.614486724,5.443657859,1.08016853,1.539306,0.346907755,0.029898037,0.174548543,5.486929863,1.326153024,2.593309886,4.492237706,0.359812797,1.074365856,0.094744748,0.981481742,0.633905741,0.130870139,0.146362893,0.042316873,0.003646925,0.024379171,0.6251094,0.152229674,8.31E-05,0.00020904
Other aircraft parts and equipment,20796,1000,510670.2763,711.3387545,30.53369277,246.651944,988.5243912,1369.639501,1394.663327,233.3670559,444.0719519,30.52988037,12.28245202,7.718771919,1.601130337,2.170034296,0.501685878,0.044530303,0.246299285,7.826510749,1.883439144,4.10683798,6.307006607,0.45483025,1.311124843,0.102624233,0.485247536,0.315149346,0.061038655,0.075099074,0.020663964,0.001662035,0.011634463,0.312941012,0.073263153,0.000178821,0.000279863
Guided missile and space vehicle manufacturing,11394,1000,297303.7074,710.2050606,27.91468693,252.4620352,990.5817828,734.0413372,818.6490387,95.86790954,278.5507149,26.07755994,6.910306544,4.359422911,0.874395865,1.233895138,0.277927362,0.024335339,0.140329929,4.392516509,1.067048865,1.899390121,3.794290705,0.285303895,0.868671297,0.0626409,0.426782822,0.258304403,0.070543418,0.063790775,0.020367897,0.00187763,0.011898698,0.257487062,0.074175064,7.70E-05,0.000179459
Other guided missile and space vehicle parts and auxiliary equipment manufacturing,6082,1000,339622.4137,736.801265,26.89896103,228.4482624,992.1484884,844.2758724,977.1802031,115.0904656,306.6117523,25.98408079,8.074928157,5.122899422,1.006502642,1.427245645,0.324765871,0.028505583,0.165008995,5.145888679,1.23957009,2.250973079,4.474540393,0.312274201,0.968394994,0.06873259,0.51962991,0.328817184,0.075685198,0.076150866,0.023259808,0.002075839,0.013641015,0.324348153,0.084186917,4.94E-05,0.000186739
Railroad rolling stock manufacturing,7008,1000,504441.3738,588.6492606,35.08621368,354.481749,978.2172233,1312.637616,1641.480274,164.2607658,1108.213595,40.67159449,13.22631527,8.239380745,1.783106004,2.370393823,0.527521833,0.046576839,0.259336026,8.362144201,2.071423632,3.430283534,6.753379375,1.365446443,1.567025895,0.110140574,2.265002715,1.223559575,0.469051877,0.411399483,0.106447988,0.009748059,0.044795732,1.386625527,0.381908471,0.000294958,0.000431367
Ship building and repairing,12715,1000,428132.7358,714.8974805,34.30424376,239.0758944,988.2776187,1808.112712,1169.842683,206.4020008,2316.128723,34.32380287,13.55065631,8.338530195,1.752409988,2.608904529,0.532263474,0.046117005,0.272431123,8.552350411,2.127355864,4.371916479,5.068255694,2.57090029,1.44944419,0.090069372,4.753654216,2.771825957,0.667581758,1.013825038,0.184909138,0.016066212,0.099446112,2.945020567,0.776072403,0.000447419,0.000460925
Boat building,7976,1000,531960.0554,644.5131094,47.97452528,293.9338009,986.4214355,1391.37658,1393.911575,201.138309,2029.251585,67.36679204,14.37966494,8.948107779,1.942342635,2.585504345,0.567255504,0.052760762,0.28369391,9.075274711,2.247810814,3.71493232,6.42689384,2.242046985,1.878785848,0.116962324,2.168617681,1.250167795,0.359557459,0.415837746,0.091004709,0.007828977,0.044220996,1.32969927,0.360805259,0.000334448,0.000467559
"Motorcycle, bicycle, and parts manufacturing",4235,1000,759892.8202,587.4605816,39.20311393,348.3469997,975.0106952,1654.731682,2135.096841,243.9949788,560.8575774,46.09713473,17.48417759,11.05395907,2.216379491,3.157055799,0.654046452,0.063252214,0.339484565,11.08379028,2.706864167,4.5713708,10.11601196,0.587253022,2.012168659,0.197316836,0.300575719,0.202338304,0.027283921,0.051382476,0.012358098,0.000830236,0.006382683,0.19515518,0.046222998,0.000161093,0.000484964
Military armored vehicles and tank parts manufacturing,1796,1000,534821.9322,625.0644445,35.05893372,325.8155937,985.938972,1264.423704,1444.222293,170.0091431,452.7775617,39.42601959,12.27826186,7.782200518,1.545525484,2.188919774,0.478412507,0.042620241,0.240583335,7.818936065,1.886550649,3.3199645,6.725770498,0.498615845,1.609404472,0.124478342,0.251126744,0.169965612,0.023680094,0.040952094,0.01062431,0.000660881,0.005243753,0.164772161,0.037510241,8.55E-05,0.000290645
All other transportation equipment manufacturing,7018,1000,639582.977,549.2331688,44.68024849,389.9765676,983.8899848,1508.074763,1664.221384,204.561487,644.3683801,59.38970597,14.55176583,9.178239305,1.846323199,2.630438063,0.561603112,0.051113585,0.284048566,9.231110852,2.257257154,4.033272662,7.714708084,0.699064396,1.945989692,0.15869011,0.231185057,0.153575782,0.020263393,0.042389926,0.00931034,0.000664855,0.00498076,0.148020424,0.036914227,0.000164802,0.000410288
Wood kitchen cabinet and countertop manufacturing,14329,1000,520012.6902,695.3351924,49.15849797,247.763953,992.2576433,2052.810793,1220.943482,389.1749745,3090.320765,167.8029991,20.40493589,12.98448167,2.982876117,3.109051772,0.851292286,0.076608573,0.400625475,12.94412205,3.118596982,5.993043037,5.517240919,3.499150361,5.280573988,0.114816942,3.713786598,2.030953653,0.874814481,0.522953073,0.197347203,0.014295526,0.073422661,2.245646991,0.624670734,6.95E-05,0.00047095
Upholstered household furniture manufacturing,10381,1000,574267.0607,653.5434654,39.05741533,298.8794702,991.4803509,1801.846639,1542.637159,323.2636255,2264.625118,220.6665434,17.57075873,11.21441642,2.24183757,3.035444663,0.668143833,0.068503645,0.342412601,11.07443512,2.739663224,4.898164738,6.898375136,2.572109832,3.08522497,0.116815887,2.063505359,1.252513041,0.32280319,0.357167685,0.082206937,0.008839616,0.039974889,1.256696095,0.346167148,1.27E-05,0.000563142
Nonupholstered wood household furniture manufacturing,10739,1000,491161.6074,592.0392359,40.00085811,360.8310464,992.8711404,2158.464145,1353.310434,484.0331645,4332.666338,154.8399431,23.10345801,14.98391767,2.998999432,3.701399528,0.877759528,0.092464693,0.448917161,14.58561662,3.570826177,6.615963036,6.104476918,5.067801502,5.215234607,0.099844362,6.362841901,3.93762169,0.948868999,1.087826904,0.238226406,0.028569075,0.121728826,3.851178717,1.074530176,-0.000319636,0.000657788
Institutional furniture manufacturing,4270,1000,646988.4729,613.8380435,40.84641744,330.7994621,985.483923,1814.679409,1582.283909,298.1043559,2218.806526,96.74647766,17.71752413,11.31407561,2.266478451,3.042118747,0.683285549,0.06551523,0.34605055,11.24801728,2.727053823,4.662182923,7.257501759,2.531591026,3.118634946,0.147547199,2.013902903,1.205658316,0.321024899,0.356095901,0.083184702,0.008578414,0.039360671,1.234060675,0.335101616,4.34E-06,0.000447534
Metal and other household nonupholsetered furniture,2677,1000,810001.9619,610.9829969,44.03395901,329.1353177,984.1522736,2253.634245,2001.810132,502.1596795,2503.05226,166.2155481,25.43997574,16.43467798,3.280302018,4.189542483,0.946427881,0.098482581,0.490542804,16.04742913,3.946277765,7.914372335,9.375417334,3.038522673,4.930570024,0.180950013,5.198429878,3.330676334,0.718319489,0.854546807,0.173186519,0.024549021,0.097151709,3.104582471,0.891698153,-0.000260781,0.000763077
Custom architectural woodwork and millwork,14233,1000,543632.4354,602.0619302,38.69698691,349.7502539,990.5091711,1593.49187,1293.127585,253.2733863,1973.875929,98.04469509,15.27108078,9.716164673,2.029988575,2.577087296,0.595071214,0.054951999,0.29781702,9.672299007,2.359052792,3.838496442,5.933821783,2.39888805,2.98545293,0.114372157,1.749568791,0.983731657,0.360639894,0.286451171,0.079547658,0.00520835,0.033990063,1.057750577,0.297810407,5.41E-05,0.000416262
"Showcases, partitions, shelving, and lockers",8341,1000,892000.4772,664.8433981,45.30603322,271.846352,981.9957833,2287.448699,1890.177038,374.5665183,2278.360022,114.4396907,21.90428668,13.91897776,2.881713914,3.755496908,0.846629682,0.076683918,0.424784497,13.86873555,3.39427931,6.153009016,8.831039337,2.768784082,3.96346255,0.187890676,2.573136144,1.453603406,0.52948002,0.4161625,0.117081163,0.007708779,0.049100276,1.545616864,0.442195182,0.000102306,0.000623126
Office furniture manufacturing,381,1000,463769.921,490.0688986,33.45705752,472.4921207,996.0180768,2700.942287,2096.022613,823.2337621,12021.77285,157.0819599,38.66475479,24.65635343,5.158653239,6.520377531,1.41240534,0.172503129,0.744462124,23.94477662,6.221370433,11.3798809,8.468362827,13.4903187,5.179637161,0.146095941,22.45347052,13.98536279,3.179780574,3.942976227,0.808941116,0.107867267,0.42854254,13.61479339,3.772057573,5.78E-05,0.001884595
Mattress manufacturing,5046,1000,535593.5783,564.2555473,42.07798563,385.5144838,991.8480168,1705.061007,1320.546821,210.7610414,738.5510656,147.0532421,12.95787859,7.990616115,1.772526722,2.348812419,0.540162384,0.047696287,0.258064658,8.161551073,2.039154194,3.856816892,5.7740757,0.757715185,2.460017883,0.109215767,0.058610588,0.031650653,0.011147239,0.010567589,0.003825767,0.000177646,0.001241694,0.036997226,0.009485897,0.000404055,0.000460041
Blind and shade manufacturing,2527,1000,709485.3704,670.1278744,46.97475658,264.8404157,981.9430466,1952.966577,2367.263845,278.1507873,907.1176361,125.9923187,18.79805017,11.81760933,2.507199674,3.314337233,0.719053184,0.073779241,0.366071507,11.85651012,2.927782397,4.877086898,10.42828025,0.947895128,2.387423422,0.157285643,0.403351897,0.202107174,0.101370889,0.06431449,0.026448681,0.00111311,0.007997552,0.246894384,0.068441252,0.00026778,0.000590915
Laboratory apparatus and furniture manufacturing,4729,1000,413574.798,618.550064,41.93427954,330.4352012,990.9195448,1158.699962,1007.329986,156.2764415,451.4390037,67.50912,9.379528507,5.940300341,1.210165077,1.634567705,0.375613429,0.03370749,0.185174464,5.969842501,1.438394416,2.686356949,4.522328627,0.488618784,1.595938778,0.086268328,0.187492199,0.087823922,0.053507445,0.026905025,0.014233897,0.000662963,0.004358946,0.115964785,0.030248028,7.19E-05,0.000217414
Surgical and medical instrument manufacturing,20597,1000,313689.2429,516.7492759,29.57215952,442.034155,988.3555904,820.0739185,820.8959768,93.48616594,306.5469236,34.31742504,6.760104377,4.245356934,0.855695566,1.234702262,0.267143581,0.024187458,0.133018576,4.290165429,1.046499889,1.754089126,3.718532587,0.300915457,0.918329241,0.068228928,0.051547339,0.026107213,0.012592712,0.00780209,0.003709124,0.000171833,0.001164367,0.032455807,0.008118769,0.000102593,0.000184943
Surgical appliance and supplies manufacturing,22428,1000,393255.119,496.1032595,29.46931857,463.8940992,989.4666772,1001.439797,1011.697049,129.3035993,377.8894374,55.56906924,8.561495657,5.378512371,1.079796449,1.56907484,0.334861082,0.031293108,0.167957806,5.421663829,1.330881858,2.393507819,4.559875039,0.373985514,1.146169399,0.08794376,0.105306387,0.050971188,0.028436928,0.015279845,0.007831411,0.000364273,0.002422743,0.065575825,0.016822239,0.00012728,0.000252481
Dental equipment and supplies manufacturing,3062,1000,636199.9353,554.0364408,35.5124794,393.6299012,983.1788214,1480.442958,2904.240841,210.164099,371.0652221,66.50444916,19.62992952,13.23692323,2.093832808,3.131589685,0.716049585,0.065928303,0.385605919,12.62290545,2.931142928,3.688845644,13.61154787,0.374026795,1.576363017,0.379092369,0.017100217,0.007956272,0.004954486,0.002413659,0.001318544,6.03E-05,0.000396972,0.01055468,0.002765008,-0.000985423,0.000212718
Ophthalmic goods manufacturing,4363,1000,322609.2031,505.8042047,25.9606464,456.8308659,988.595717,832.2264401,858.5950515,90.33274147,313.8211338,29.54993321,6.923457105,4.365006267,0.869471605,1.250151169,0.277472009,0.024638858,0.136717197,4.414610906,1.060437395,1.66259302,3.9523265,0.309353628,0.935126684,0.064048132,0.059477382,0.031005146,0.013468206,0.009289481,0.004194705,0.000193203,0.001326641,0.03777254,0.009266072,8.10E-05,0.00015353
Dental laboratories,3221,1000,270693.0889,763.4600493,26.03577098,203.9164944,993.4123146,666.2368206,1233.601635,80.7247604,160.7145736,27.86038574,8.419806868,5.642234026,0.897002999,1.380480593,0.306977694,0.027942743,0.165168812,5.404506445,1.263360188,1.506198048,5.898437876,0.162943261,0.695520815,0.156696434,0.008619799,0.003885011,0.00269233,0.00111993,0.000690636,3.07E-05,0.000201209,0.005250277,0.001412832,-0.000372657,0.000109867
Jewelry and silverware manufacturing,11359,1000,745698.9828,610.2159346,46.8524614,304.1079436,961.1763396,1807.795945,5047.625488,264.9947499,658.7181236,95.32464035,33.28481033,22.73795214,3.485065425,5.114153781,1.19129756,0.107661601,0.648679817,21.36588395,4.973127164,5.511298257,24.58773538,0.717679668,1.664738995,0.803222267,1.242308059,0.617777518,0.343583014,0.163337698,0.089781615,0.003265207,0.024563008,0.756234493,0.207956922,-0.002084737,0.000386468
Sporting and athletic goods manufacturing,11385,1000,613166.8663,559.2378047,51.63683324,374.69362,985.5682579,1581.389765,1507.40348,211.8556051,641.3553497,92.71289419,14.09801394,8.892678191,1.864726251,2.458998622,0.555967364,0.050514312,0.275129198,8.949916774,2.173780679,3.791732731,6.894326697,0.73130103,2.53876092,0.141852799,0.341911365,0.192020243,0.075835562,0.04857938,0.01730724,0.001305105,0.006863836,0.208871385,0.056976955,0.000158769,0.000364824
"Doll, toy, and game manufacturing",3805,1000,581137.8712,476.0493726,38.15770871,461.611836,975.8189174,1523.574607,1476.554225,202.7010868,802.5420802,92.44983736,12.74317735,8.058403775,1.611613323,2.273304496,0.501697344,0.047392606,0.25076581,8.085385915,1.968804788,3.403514711,6.387474525,0.818106665,1.980599809,0.153450988,0.74479034,0.42110438,0.131735193,0.128935108,0.044968919,0.002261042,0.015785697,0.473555593,0.117845717,0.000114828,0.000340791
